compression,gamma,task,step,accepted,acceptance_rate,tokens_produced,mean_draft_entropy,mean_draft_confidence,max_draft_entropy,min_draft_confidence
int8,4,summarization,11,4,1.0,5,0.8652,0.7977,2.5455,0.3767
int8,4,summarization,12,4,1.0,5,0.4422,0.9304,1.1004,0.8081
int8,4,summarization,13,4,1.0,5,0.6564,0.8355,1.5105,0.4704
int8,4,summarization,14,0,0.0,1,0.4739,0.8961,1.7021,0.611
int8,4,summarization,15,4,1.0,5,1.0189,0.8282,2.3116,0.5594
int8,4,summarization,16,4,1.0,5,0.2897,0.9602,0.6993,0.8983
int8,4,summarization,17,4,1.0,5,0.2023,0.9687,0.4927,0.9177
int8,4,summarization,0,0,0.0,1,2.6883,0.5797,5.9156,0.1209
int8,4,summarization,1,4,1.0,5,2.1189,0.6733,2.7015,0.516
int8,4,summarization,2,3,0.75,4,1.0096,0.7859,1.598,0.5848
int8,4,summarization,3,4,1.0,5,1.302,0.7662,3.315,0.3406
int8,4,summarization,4,4,1.0,5,1.3124,0.7446,2.1345,0.5063
int8,4,summarization,5,4,1.0,5,1.6953,0.6738,2.6424,0.4246
int8,4,summarization,6,1,0.25,2,2.4341,0.5519,4.3556,0.2942
int8,4,summarization,7,1,0.25,2,2.5069,0.5419,5.997,0.1495
int8,4,summarization,8,1,0.25,2,3.6699,0.4059,6.2234,0.1478
int8,4,summarization,9,0,0.0,1,2.0266,0.6773,4.2256,0.355
int8,4,summarization,10,1,0.25,2,2.442,0.6001,3.9618,0.2757
int8,4,summarization,11,2,0.5,3,1.4717,0.7298,3.1996,0.2797
int8,4,summarization,12,0,0.0,1,1.7329,0.6675,2.1261,0.5532
int8,4,summarization,13,3,0.75,4,1.5997,0.5933,2.3052,0.4187
int8,4,summarization,14,0,0.0,1,2.4479,0.4461,3.4215,0.322
int8,4,summarization,15,4,1.0,5,0.5564,0.9085,1.619,0.7056
int8,4,summarization,16,4,1.0,5,0.8498,0.8506,1.9361,0.6229
int8,4,summarization,17,0,0.0,1,1.6907,0.5699,2.9649,0.3391
int8,4,summarization,18,4,1.0,5,0.7849,0.8451,1.8466,0.636
int8,4,summarization,19,4,1.0,5,1.4442,0.6776,2.6422,0.4198
int8,4,summarization,20,3,0.75,4,1.7579,0.5643,2.7483,0.3801
int8,4,summarization,21,0,0.0,1,0.9789,0.8065,2.6713,0.5167
int8,4,summarization,22,3,0.75,4,1.4541,0.6697,3.6834,0.2269
int8,4,summarization,23,4,1.0,5,1.3258,0.74,2.857,0.4481
int8,4,summarization,24,2,1.0,3,0.5509,0.9326,1.0842,0.8666
int8,4,summarization,0,0,0.0,1,2.0251,0.609,3.334,0.313
int8,4,summarization,1,0,0.0,1,1.926,0.6908,6.2821,0.171
int8,4,summarization,2,4,1.0,5,2.3109,0.635,3.9116,0.3591
int8,4,summarization,3,0,0.0,1,1.8248,0.6615,3.123,0.388
int8,4,summarization,4,1,0.25,2,2.1974,0.4816,2.8458,0.3394
int8,4,summarization,5,4,1.0,5,1.7845,0.5827,2.5537,0.4126
int8,4,summarization,6,0,0.0,1,2.814,0.4289,3.4915,0.3542
int8,4,summarization,7,4,1.0,5,1.7104,0.7534,3.2519,0.5361
int8,4,summarization,8,2,0.5,3,0.6098,0.8728,1.4682,0.701
int8,4,summarization,9,4,1.0,5,1.4289,0.6958,2.1859,0.4465
int8,4,summarization,10,4,1.0,5,1.2654,0.7479,1.4019,0.6691
int8,4,summarization,11,4,1.0,5,0.5468,0.9014,1.1571,0.7881
int8,4,summarization,12,4,1.0,5,0.2534,0.9546,0.5213,0.9074
int8,4,summarization,13,4,1.0,5,0.9914,0.7688,1.8307,0.5291
int8,4,summarization,14,4,1.0,5,0.9973,0.7619,2.4652,0.3658
int8,4,summarization,15,0,0.0,1,0.666,0.8417,2.0582,0.4626
int8,4,summarization,16,4,1.0,5,0.3302,0.91,0.9159,0.6911
int8,4,summarization,17,4,1.0,5,1.1774,0.7758,2.5821,0.6096
int8,4,summarization,18,4,1.0,5,0.6216,0.8797,0.85,0.7459
int8,4,summarization,19,4,1.0,5,0.5208,0.9204,2.0322,0.6848
int8,4,summarization,20,4,1.0,5,1.6834,0.6902,3.0664,0.461
int8,4,summarization,0,0,0.0,1,3.5471,0.4669,5.3211,0.2637
int8,4,summarization,1,0,0.0,1,1.8002,0.6533,5.3234,0.2672
int8,4,summarization,2,4,1.0,5,1.157,0.8009,2.5388,0.4175
int8,4,summarization,3,4,1.0,5,1.1478,0.7704,2.0832,0.45
int8,4,summarization,4,4,1.0,5,0.2353,0.9451,0.7325,0.8002
int8,4,summarization,5,4,1.0,5,0.1591,0.9747,0.5971,0.9022
int8,4,summarization,6,4,1.0,5,0.5866,0.9004,1.6069,0.6929
int8,4,summarization,7,2,0.5,3,0.5512,0.8864,0.863,0.7183
int8,4,summarization,8,4,1.0,5,0.5371,0.9228,0.9538,0.8501
int8,4,summarization,9,4,1.0,5,0.3461,0.9353,0.778,0.8317
int8,4,summarization,10,4,1.0,5,0.5554,0.8549,1.3307,0.5901
int8,4,summarization,11,4,1.0,5,0.1981,0.9555,0.655,0.8367
int8,4,summarization,12,3,0.75,4,0.5518,0.8651,1.8752,0.4904
int8,4,summarization,13,2,0.5,3,1.2223,0.8148,2.1511,0.6777
int8,4,summarization,14,1,0.25,2,3.5376,0.5236,7.7561,0.0941
int8,4,summarization,15,4,1.0,5,1.1911,0.7193,2.2045,0.445
int8,4,summarization,16,4,1.0,5,0.6313,0.8758,1.778,0.5847
int8,4,summarization,17,0,0.0,1,1.3415,0.7862,3.7394,0.333
int8,4,summarization,18,2,0.5,3,0.8279,0.805,2.3904,0.317
int8,4,summarization,19,1,0.25,2,1.424,0.6985,3.7958,0.1867
int8,4,summarization,20,3,0.75,4,0.5889,0.8906,0.8326,0.8139
int8,4,summarization,21,1,1.0,2,0.0062,0.9996,0.0062,0.9996
int8,6,code,0,0,0.0,1,2.1051,0.5726,2.956,0.3268
int8,6,code,1,2,0.3333333333333333,3,0.9695,0.7879,2.4691,0.3979
int8,6,code,2,6,1.0,7,1.6921,0.7371,3.7914,0.4798
int8,6,code,3,6,1.0,7,0.556,0.868,1.2186,0.5167
int8,6,code,4,3,0.5,4,1.4887,0.7156,2.8643,0.491
int8,6,code,5,6,1.0,7,0.8097,0.8359,1.3776,0.5019
int8,6,code,6,3,0.5,4,1.5024,0.7046,3.1159,0.4229
int8,6,code,7,6,1.0,7,1.8073,0.6994,4.1021,0.1797
int8,6,code,8,0,0.0,1,1.183,0.7625,1.8201,0.6311
int8,6,code,9,6,1.0,7,1.1093,0.7607,2.1961,0.4885
int8,6,code,10,3,0.5,4,2.56,0.364,4.0056,0.2074
int8,6,code,11,5,0.8333333333333334,6,1.0343,0.7874,1.7556,0.5556
int8,6,code,12,6,1.0,7,0.1359,0.9835,0.4622,0.936
int8,6,code,13,6,1.0,7,0.3536,0.9262,1.6475,0.6074
int8,6,code,14,1,0.16666666666666666,2,0.672,0.7998,1.0988,0.553
int8,6,code,15,5,0.8333333333333334,6,0.3182,0.9176,0.9793,0.6675
int8,6,code,0,0,0.0,1,1.5214,0.7341,4.4177,0.239
int8,6,code,1,0,0.0,1,3.2118,0.4328,4.7687,0.2395
int8,6,code,2,0,0.0,1,4.387,0.3041,6.8326,0.0933
int8,6,code,3,0,0.0,1,0.9739,0.8364,4.0623,0.2543
int8,6,code,4,2,0.3333333333333333,3,1.5914,0.6308,3.7254,0.3462
int8,6,code,5,4,0.6666666666666666,5,1.0803,0.6996,2.4467,0.3501
int8,6,code,6,6,1.0,7,1.3194,0.7332,2.8883,0.3372
int8,6,code,7,6,1.0,7,0.2793,0.9452,1.345,0.7113
int8,6,code,8,6,1.0,7,0.0506,0.9947,0.1599,0.9814
int8,6,code,9,3,0.5,4,0.6332,0.8342,2.3153,0.5078
int8,6,code,10,6,1.0,7,0.4299,0.8948,0.8767,0.7087
int8,6,code,11,6,1.0,7,0.1339,0.9667,0.7912,0.8011
int8,6,code,12,6,1.0,7,0.1545,0.9627,0.9081,0.7777
int8,6,code,13,5,0.8333333333333334,6,0.1511,0.9548,0.8547,0.7329
int8,6,code,14,6,1.0,7,0.1456,0.9767,0.6422,0.8919
int8,6,code,15,6,1.0,7,0.3323,0.9347,1.0871,0.7672
int8,6,code,16,2,1.0,3,0.0006,1.0,0.0007,1.0
int8,6,code,0,0,0.0,1,2.1037,0.5103,3.5453,0.3337
int8,6,code,1,0,0.0,1,1.3612,0.705,3.2086,0.2209
int8,6,code,2,6,1.0,7,0.5736,0.8759,1.451,0.5584
int8,6,code,3,3,0.5,4,0.7518,0.8624,2.5283,0.5888
int8,6,code,4,3,0.5,4,0.6323,0.8284,1.5532,0.466
int8,6,code,5,6,1.0,7,0.2787,0.9529,0.8785,0.8213
int8,6,code,6,6,1.0,7,0.2156,0.9269,0.9763,0.6108
int8,6,code,7,0,0.0,1,0.5487,0.8224,1.4479,0.4778
int8,6,code,8,6,1.0,7,0.0947,0.9821,0.465,0.9018
int8,6,code,9,6,1.0,7,0.037,0.995,0.1849,0.9725
int8,6,code,10,6,1.0,7,0.4171,0.889,0.9463,0.6439
int8,6,code,11,4,0.6666666666666666,5,0.4196,0.9053,1.2569,0.6591
int8,6,code,12,2,0.3333333333333333,3,0.2374,0.9265,1.0448,0.6118
int8,6,code,13,6,1.0,7,0.1933,0.9193,0.9972,0.5351
int8,6,code,14,6,1.0,7,0.17,0.943,0.9875,0.6607
int8,6,code,15,5,1.0,6,0.021,0.9974,0.0958,0.9879
int8,6,code,0,0,0.0,1,1.7897,0.6659,3.4343,0.4138
int8,6,code,1,0,0.0,1,0.3324,0.9129,1.8393,0.4915
int8,6,code,2,1,0.16666666666666666,2,1.1522,0.7724,2.9611,0.3842
int8,6,code,3,0,0.0,1,1.4854,0.6369,2.8188,0.3593
int8,6,code,4,6,1.0,7,0.3861,0.9454,0.7047,0.8808
int8,6,code,5,6,1.0,7,0.3263,0.942,0.8562,0.7936
int8,6,code,6,2,0.3333333333333333,3,1.081,0.6986,2.5015,0.3349
int8,6,code,7,0,0.0,1,0.4971,0.9063,2.954,0.4401
int8,6,code,8,6,1.0,7,0.4935,0.9085,1.6606,0.7055
int8,6,code,9,6,1.0,7,0.0123,0.9991,0.0697,0.9947
int8,6,code,10,6,1.0,7,0.1476,0.9795,0.7073,0.8924
int8,6,code,11,5,0.8333333333333334,6,0.3242,0.9211,1.095,0.7315
int8,6,code,12,6,1.0,7,0.3634,0.9115,1.2943,0.6896
int8,6,code,13,6,1.0,7,0.4207,0.9228,0.9479,0.8321
int8,6,code,14,6,1.0,7,0.2036,0.955,0.7805,0.7741
int8,6,code,15,6,1.0,7,0.0245,0.9977,0.0813,0.9909
int8,6,code,16,2,1.0,3,0.1334,0.9811,0.2665,0.9622
int8,6,code,0,0,0.0,1,3.1211,0.4405,5.0229,0.2013
int8,6,code,1,0,0.0,1,3.1397,0.5687,7.5202,0.2599
int8,6,code,2,0,0.0,1,1.3585,0.7565,4.0384,0.5451
int8,6,code,3,4,0.6666666666666666,5,1.3565,0.716,3.3497,0.4142
int8,6,code,4,6,1.0,7,2.7689,0.5475,4.7612,0.2982
int8,6,code,5,5,0.8333333333333334,6,1.3888,0.7163,2.8759,0.4092
int8,6,code,6,6,1.0,7,0.5567,0.9092,1.0987,0.7997
int8,6,code,7,4,0.6666666666666666,5,0.2962,0.9555,1.1344,0.7959
int8,6,code,8,3,0.5,4,0.6348,0.8663,1.9707,0.4732
int8,6,code,9,6,1.0,7,0.1243,0.987,0.3183,0.9685
int8,6,code,10,3,0.5,4,0.7747,0.8704,1.6723,0.6122
int8,6,code,11,6,1.0,7,0.2662,0.9506,1.1913,0.7381
int8,6,code,12,6,1.0,7,0.3813,0.9531,1.505,0.8144
int8,6,code,13,3,0.5,4,1.1436,0.7493,2.6875,0.3755
int8,6,code,14,6,1.0,7,0.1603,0.9796,0.4845,0.9342
int8,6,code,15,6,1.0,7,0.1901,0.9753,0.5617,0.904
int8,6,math,0,0,0.0,1,1.2327,0.8208,5.3144,0.2207
int8,6,math,1,0,0.0,1,1.3763,0.8005,4.4918,0.4258
int8,6,math,2,4,0.6666666666666666,5,0.4535,0.9002,2.6622,0.4067
int8,6,math,3,6,1.0,7,0.6028,0.7816,1.2471,0.5126
int8,6,math,4,6,1.0,7,0.0257,0.9966,0.15,0.9796
int8,6,math,5,6,1.0,7,0.111,0.972,0.6654,0.8323
int8,6,math,6,6,1.0,7,0.1724,0.9506,1.0287,0.7042
int8,6,math,7,6,1.0,7,0.3006,0.9115,0.9349,0.6513
int8,6,math,8,4,0.6666666666666666,5,0.4874,0.8881,0.9336,0.6742
int8,6,math,9,1,0.16666666666666666,2,0.7166,0.7928,1.402,0.508
int8,6,math,10,1,0.16666666666666666,2,0.6776,0.8196,1.205,0.5538
int8,6,math,11,6,1.0,7,0.2457,0.9371,1.469,0.6232
int8,6,math,12,6,1.0,7,0.8348,0.7945,2.0033,0.3606
int8,6,math,13,6,1.0,7,0.1675,0.9624,0.6175,0.8478
int8,6,math,14,6,1.0,7,0.1054,0.9787,0.6321,0.872
int8,6,math,15,1,1.0,2,0.0001,1.0,0.0001,1.0
int8,6,math,0,0,0.0,1,1.3256,0.783,4.1051,0.2502
int8,6,math,1,6,1.0,7,0.151,0.9796,0.644,0.8998
int8,6,math,2,6,1.0,7,0.498,0.8763,1.8393,0.4738
int8,6,math,3,6,1.0,7,0.4361,0.9004,1.279,0.6586
int8,6,math,4,0,0.0,1,0.4528,0.8589,1.0376,0.5401
int8,6,math,5,6,1.0,7,0.4597,0.8709,1.1481,0.5349
int8,6,math,6,6,1.0,7,0.0021,0.9998,0.0095,0.9993
int8,6,math,7,6,1.0,7,0.6307,0.8372,2.1614,0.423
int8,6,math,8,6,1.0,7,0.1271,0.9661,0.7229,0.8006
int8,6,math,9,6,1.0,7,0.0107,0.9988,0.0628,0.9926
int8,6,math,10,6,1.0,7,0.0306,0.9962,0.1275,0.9835
int8,6,math,11,4,0.6666666666666666,5,0.3913,0.8677,1.1995,0.5028
int8,6,math,12,2,0.3333333333333333,3,0.4597,0.8754,1.2905,0.496
int8,6,math,13,6,1.0,7,0.4617,0.9097,0.914,0.792
int8,6,math,0,6,1.0,7,1.1072,0.8436,5.7299,0.1567
int8,6,math,1,1,0.16666666666666666,2,0.4914,0.8456,1.5918,0.5237
int8,6,math,2,1,0.16666666666666666,2,0.4902,0.8717,1.7255,0.5018
int8,6,math,3,0,0.0,1,0.77,0.7716,1.8539,0.5155
int8,6,math,4,6,1.0,7,0.3207,0.9196,1.3314,0.6206
int8,6,math,5,6,1.0,7,0.0019,0.9999,0.0054,0.9996
int8,6,math,6,4,0.6666666666666666,5,0.637,0.8259,1.998,0.4218
int8,6,math,7,6,1.0,7,0.3068,0.8996,1.4483,0.4572
int8,6,math,8,6,1.0,7,0.2109,0.9572,0.6176,0.8495
int8,6,math,9,0,0.0,1,0.1484,0.966,0.7567,0.8104
int8,6,math,10,6,1.0,7,0.0278,0.9971,0.07,0.9928
int8,6,math,11,6,1.0,7,0.0012,0.9999,0.0064,0.9995
int8,6,math,12,6,1.0,7,0.0012,0.9999,0.0072,0.9995
int8,6,math,13,6,1.0,7,0.0517,0.9913,0.309,0.9478
int8,6,math,14,6,1.0,7,0.1884,0.9595,0.6999,0.8184
int8,6,math,0,6,1.0,7,0.9454,0.8618,5.2598,0.2092
int8,6,math,1,6,1.0,7,0.0302,0.9971,0.0919,0.9911
int8,6,math,2,6,1.0,7,0.6141,0.7973,1.8885,0.4029
int8,6,math,3,6,1.0,7,0.3938,0.9075,1.1335,0.7049
int8,6,math,4,6,1.0,7,0.3301,0.9114,1.9788,0.4687
int8,6,math,5,6,1.0,7,0.0955,0.9778,0.5699,0.8668
int8,6,math,6,6,1.0,7,0.0312,0.9955,0.1791,0.9737
int8,6,math,7,6,1.0,7,0.0812,0.9851,0.4866,0.9106
int8,6,math,8,6,1.0,7,0.4797,0.9033,1.8377,0.5773
int8,6,math,9,6,1.0,7,0.5555,0.8438,1.404,0.5808
int8,6,math,10,6,1.0,7,0.3542,0.9107,1.0094,0.7461
int8,6,math,11,3,1.0,4,0.004,0.9997,0.0113,0.9991
int8,6,math,0,6,1.0,7,3.2785,0.4304,5.7449,0.1548
int8,6,math,1,6,1.0,7,1.5907,0.6669,2.0857,0.5667
int8,6,math,2,6,1.0,7,0.4237,0.8874,1.0756,0.5394
int8,6,math,3,6,1.0,7,1.1471,0.7886,3.4177,0.4493
int8,6,math,4,2,0.3333333333333333,3,1.1227,0.7394,2.6692,0.3593
int8,6,math,5,1,0.16666666666666666,2,1.4161,0.7098,2.5035,0.4328
int8,6,math,6,6,1.0,7,0.1388,0.98,0.4379,0.9314
int8,6,math,7,6,1.0,7,0.0162,0.9984,0.0515,0.9945
int8,6,math,8,2,0.3333333333333333,3,0.3379,0.9225,1.378,0.6048
int8,6,math,9,2,0.3333333333333333,3,2.1321,0.469,4.2311,0.2104
int8,6,math,10,2,0.3333333333333333,3,1.4307,0.6467,2.7961,0.2691
int8,6,math,11,6,1.0,7,0.3227,0.9258,1.6041,0.5901
int8,6,math,12,6,1.0,7,0.5195,0.9342,1.7303,0.7799
int8,6,math,13,6,1.0,7,0.2024,0.9596,0.8735,0.7992
int8,6,math,14,3,1.0,4,0.0791,0.9924,0.1545,0.9837
int8,6,chat,0,0,0.0,1,2.5683,0.5081,5.2166,0.1926
int8,6,chat,1,1,0.16666666666666666,2,3.1957,0.4944,5.8293,0.1895
int8,6,chat,2,6,1.0,7,2.4202,0.586,4.2139,0.4061
int8,6,chat,3,3,0.5,4,2.6519,0.5302,5.2668,0.1428
int8,6,chat,4,6,1.0,7,0.9295,0.8398,2.6584,0.5149
int8,6,chat,5,3,0.5,4,0.8896,0.8093,1.7658,0.611
int8,6,chat,6,2,0.3333333333333333,3,1.1649,0.7116,2.3439,0.4884
int8,6,chat,7,6,1.0,7,0.406,0.8762,0.9846,0.5812
int8,6,chat,8,4,0.6666666666666666,5,0.6347,0.8308,1.5931,0.5598
int8,6,chat,9,2,0.3333333333333333,3,1.3673,0.6448,2.6731,0.3356
int8,6,chat,10,6,1.0,7,0.8273,0.8296,1.9984,0.5612
int8,6,chat,11,6,1.0,7,0.2194,0.9657,1.1118,0.8128
int8,6,chat,12,6,1.0,7,0.2064,0.9686,0.5314,0.8986
int8,6,chat,13,6,1.0,7,1.1867,0.7614,2.4768,0.549
int8,6,chat,14,6,1.0,7,0.4552,0.8696,1.6816,0.4693
int8,6,chat,15,2,1.0,3,1.0376,0.7527,2.0731,0.5056
int8,6,chat,0,4,0.6666666666666666,5,1.6143,0.7388,4.0019,0.3763
int8,6,chat,1,5,0.8333333333333334,6,2.2584,0.5889,3.5239,0.2537
int8,6,chat,2,0,0.0,1,1.1499,0.7419,3.1572,0.2806
int8,6,chat,3,2,0.3333333333333333,3,1.4121,0.68,2.8554,0.2982
int8,6,chat,4,2,0.3333333333333333,3,2.2356,0.5748,4.7755,0.2405
int8,6,chat,5,1,0.16666666666666666,2,3.2694,0.3998,4.0714,0.2027
int8,6,chat,6,2,0.3333333333333333,3,2.0826,0.6836,4.836,0.2591
int8,6,chat,7,0,0.0,1,2.5478,0.5401,3.952,0.3288
int8,6,chat,8,2,0.3333333333333333,3,2.0586,0.6688,4.9084,0.3032
int8,6,chat,9,0,0.0,1,0.5836,0.8888,1.1642,0.7124
int8,6,chat,10,6,1.0,7,0.3874,0.9274,1.5357,0.655
int8,6,chat,11,1,0.16666666666666666,2,1.6543,0.612,2.6168,0.37
int8,6,chat,12,6,1.0,7,0.946,0.8289,2.4026,0.4333
int8,6,chat,13,6,1.0,7,0.5191,0.8748,1.4629,0.6891
int8,6,chat,14,5,0.8333333333333334,6,0.4166,0.9059,2.4146,0.4422
int8,6,chat,15,2,0.3333333333333333,3,1.8522,0.6563,3.2478,0.5155
int8,6,chat,16,0,0.0,1,1.96,0.6098,2.993,0.3119
int8,6,chat,17,4,0.6666666666666666,5,1.5082,0.6606,3.2103,0.3173
int8,6,chat,18,0,0.0,1,1.4799,0.7092,2.5555,0.5049
int8,6,chat,19,2,0.3333333333333333,3,1.508,0.6787,3.0877,0.3717
int8,6,chat,20,3,0.5,4,1.869,0.5802,3.4731,0.2178
int8,6,chat,21,0,0.0,1,1.4987,0.673,3.4919,0.3818
int8,6,chat,22,1,0.2,2,2.1141,0.6111,3.5705,0.315
int8,6,chat,23,1,0.3333333333333333,2,2.4676,0.5243,4.277,0.2746
int8,6,chat,24,1,1.0,2,0.6231,0.9358,0.6231,0.9358
int8,6,chat,0,0,0.0,1,2.3641,0.6111,6.0682,0.2207
int8,6,chat,1,2,0.3333333333333333,3,1.9167,0.6924,4.0959,0.405
int8,6,chat,2,4,0.6666666666666666,5,1.7627,0.7186,3.4767,0.4234
int8,6,chat,3,6,1.0,7,0.5557,0.881,2.0567,0.4558
int8,6,chat,4,1,0.16666666666666666,2,1.3296,0.7294,3.5552,0.2912
int8,6,chat,5,6,1.0,7,0.4964,0.9006,0.9993,0.7935
int8,6,chat,6,0,0.0,1,1.6607,0.5911,1.9749,0.4046
int8,6,chat,7,6,1.0,7,0.7576,0.8422,2.1076,0.4403
int8,6,chat,8,2,0.3333333333333333,3,0.9543,0.7559,2.7795,0.3954
int8,6,chat,9,0,0.0,1,1.6417,0.6405,3.6112,0.2718
int8,6,chat,10,1,0.16666666666666666,2,0.9198,0.8104,3.6194,0.2112
int8,6,chat,11,6,1.0,7,1.1354,0.7424,2.2741,0.3545
int8,6,chat,12,5,0.8333333333333334,6,0.2638,0.9571,0.4628,0.9231
int8,6,chat,13,4,0.6666666666666666,5,0.7344,0.8173,1.3336,0.4936
int8,6,chat,14,2,0.3333333333333333,3,0.8173,0.7534,1.3589,0.5153
int8,6,chat,15,1,0.16666666666666666,2,0.5547,0.8792,0.9569,0.6633
int8,6,chat,16,2,0.3333333333333333,3,0.6229,0.8661,2.3204,0.3879
int8,6,chat,17,2,0.3333333333333333,3,1.0713,0.7631,2.509,0.3272
int8,6,chat,18,0,0.0,1,0.6589,0.827,2.4626,0.365
int8,6,chat,19,6,1.0,7,0.8152,0.8785,2.2249,0.6615
int8,6,chat,20,4,1.0,5,0.0148,0.9987,0.0418,0.9962
int8,6,chat,0,0,0.0,1,2.4423,0.6243,5.8648,0.1407
int8,6,chat,1,0,0.0,1,3.7975,0.5015,5.9718,0.1765
int8,6,chat,2,1,0.16666666666666666,2,2.9531,0.5153,5.5991,0.1704
int8,6,chat,3,0,0.0,1,4.0466,0.3997,7.3705,0.0793
int8,6,chat,4,0,0.0,1,3.3255,0.5102,6.3041,0.1273
int8,6,chat,5,1,0.16666666666666666,2,3.5,0.4781,6.7444,0.1994
int8,6,chat,6,4,0.6666666666666666,5,3.6074,0.3921,4.6013,0.2426
int8,6,chat,7,3,0.5,4,2.1463,0.572,3.2365,0.3384
int8,6,chat,8,2,0.3333333333333333,3,1.5003,0.7159,3.4463,0.3471
int8,6,chat,9,3,0.5,4,1.7632,0.6758,4.1848,0.3275
int8,6,chat,10,0,0.0,1,3.2814,0.4221,5.8089,0.1122
int8,6,chat,11,0,0.0,1,1.2281,0.8278,4.7165,0.4915
int8,6,chat,12,5,0.8333333333333334,6,4.0348,0.3318,5.2838,0.1688
int8,6,chat,13,2,0.3333333333333333,3,3.287,0.4187,4.5784,0.1889
int8,6,chat,14,2,0.3333333333333333,3,1.2051,0.7752,3.8861,0.3623
int8,6,chat,15,0,0.0,1,1.491,0.7118,3.6341,0.3964
int8,6,chat,16,0,0.0,1,1.8999,0.6514,3.5253,0.2969
int8,6,chat,17,2,0.3333333333333333,3,2.2528,0.5875,4.9513,0.178
int8,6,chat,18,3,0.5,4,1.3078,0.7673,3.5265,0.3669
int8,6,chat,19,6,1.0,7,0.5847,0.8801,3.2203,0.3248
int8,6,chat,20,6,1.0,7,0.106,0.9842,0.5391,0.9134
int8,6,chat,21,6,1.0,7,0.7356,0.879,2.4599,0.5514
int8,6,chat,22,6,1.0,7,0.9776,0.8313,2.6359,0.4575
int8,6,chat,23,5,1.0,6,0.397,0.9001,1.5378,0.5407
int8,6,chat,0,0,0.0,1,2.0412,0.6406,5.9342,0.1548
int8,6,chat,1,0,0.0,1,1.9434,0.6583,5.0861,0.1782
int8,6,chat,2,3,0.5,4,1.6813,0.618,2.7283,0.4412
int8,6,chat,3,6,1.0,7,1.1957,0.7725,3.0712,0.4617
int8,6,chat,4,6,1.0,7,1.1656,0.7701,1.7942,0.6204
int8,6,chat,5,2,0.3333333333333333,3,2.1588,0.6679,3.2119,0.507
int8,6,chat,6,3,0.5,4,0.6702,0.8475,2.5049,0.3375
int8,6,chat,7,4,0.6666666666666666,5,1.1864,0.7534,3.1887,0.3062
int8,6,chat,8,2,0.3333333333333333,3,2.0159,0.5721,2.8891,0.3929
int8,6,chat,9,4,0.6666666666666666,5,1.1403,0.743,2.5003,0.3918
int8,6,chat,10,0,0.0,1,2.3482,0.4976,4.324,0.2605
int8,6,chat,11,0,0.0,1,2.778,0.4656,4.8595,0.2517
int8,6,chat,12,2,0.3333333333333333,3,1.2086,0.7371,3.2954,0.4871
int8,6,chat,13,4,0.6666666666666666,5,1.9213,0.6497,4.1829,0.1759
int8,6,chat,14,6,1.0,7,2.3262,0.5206,3.8255,0.291
int8,6,chat,15,1,0.16666666666666666,2,1.1651,0.7737,3.7365,0.2261
int8,6,chat,16,2,0.3333333333333333,3,1.8391,0.6948,5.4524,0.1541
int8,6,chat,17,6,1.0,7,1.5904,0.7108,2.3846,0.5812
int8,6,chat,18,6,1.0,7,1.3185,0.6896,2.0723,0.5357
int8,6,chat,19,4,1.0,5,0.7854,0.8218,2.3429,0.4059
int8,6,summarization,0,0,0.0,1,1.4297,0.8058,4.065,0.3964
int8,6,summarization,1,0,0.0,1,1.1808,0.8211,4.488,0.2545
int8,6,summarization,2,0,0.0,1,1.6005,0.7445,4.4824,0.228
int8,6,summarization,3,0,0.0,1,1.6024,0.7127,3.6413,0.3067
int8,6,summarization,4,0,0.0,1,1.1304,0.7475,2.7418,0.3804
int8,6,summarization,5,0,0.0,1,1.7114,0.6521,3.7272,0.2933
int8,6,summarization,6,1,0.16666666666666666,2,1.3633,0.665,2.238,0.3234
int8,6,summarization,7,1,0.16666666666666666,2,1.0281,0.7435,2.3314,0.3797
int8,6,summarization,8,6,1.0,7,1.2632,0.7842,3.9572,0.3104
int8,6,summarization,9,6,1.0,7,0.8989,0.8159,3.7459,0.2168
int8,6,summarization,10,6,1.0,7,0.4375,0.8868,1.2777,0.5775
int8,6,summarization,11,1,0.16666666666666666,2,1.2338,0.7189,1.7987,0.5205
int8,6,summarization,12,4,0.6666666666666666,5,1.0541,0.75,2.0912,0.5246
int8,6,summarization,13,0,0.0,1,0.9594,0.7732,3.0016,0.2879
int8,6,summarization,14,6,1.0,7,0.6661,0.8768,2.1106,0.6294
int8,6,summarization,15,6,1.0,7,0.7167,0.8458,1.525,0.6845
int8,6,summarization,16,6,1.0,7,0.2839,0.9495,1.1908,0.744
int8,6,summarization,17,6,1.0,7,0.5847,0.8857,1.2907,0.6917
int8,6,summarization,18,3,0.5,4,1.2778,0.6887,2.7363,0.3436
int8,6,summarization,19,3,0.5,4,0.5063,0.8769,2.4278,0.3628
int8,6,summarization,20,5,1.0,6,0.5916,0.8965,1.1908,0.7614
int8,6,summarization,0,0,0.0,1,2.9735,0.4929,5.3413,0.2116
int8,6,summarization,1,3,0.5,4,2.7692,0.4651,4.5789,0.1954
int8,6,summarization,2,4,0.6666666666666666,5,0.9829,0.7985,2.0833,0.5521
int8,6,summarization,3,6,1.0,7,0.4948,0.9247,1.128,0.7929
int8,6,summarization,4,6,1.0,7,0.0058,0.9995,0.0244,0.9979
